City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Dsc
694,Kargil,IN,34.5667,76.1,11.44,70,30,1.88,scattered clouds
695,Camacha,PT,33.0833,-16.3333,63.82,88,20,3.44,few clouds
696,Sakakah,SA,29.9697,40.2064,62.62,82,4,8.32,clear sky
697,Deori,IN,21.45,82.6167,68.86,44,3,3.18,clear sky
698,Banyo,CM,6.75,11.8167,66.47,51,35,2.1,scattered clouds
699,Shahr-E Kord,IR,32.3256,50.8644,39.49,63,2,5.28,clear sky
700,Kholm,RU,59.2667,32.85,32.9,97,100,6.58,light snow
701,Sao Francisco Do Sul,BR,-26.2433,-48.6381,70.3,94,39,2.62,scattered clouds
702,Rosoman,MK,41.5161,21.9497,49.51,92,25,0.92,scattered clouds
703,Mizdah,LY,31.4451,12.9801,52.29,62,3,1.72,clear sky
704,Ndola,ZM,-12.9587,28.6366,62.29,97,100,6.42,moderate rain
